EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2010-8-14,82,72,64,62,59,56,87,64,44,30.13,30.07,30.01,10,10,10,15,5,23,0.00,4,,130
2010-8-15,71,68,66,67,63,56,96,83,59,30.02,29.97,29.90,10,9,2,12,7,,0.00,7,Rain,111
2010-8-16,82,72,60,70,64,57,96,80,45,29.98,29.90,29.85,10,9,3,17,9,28,0.00,4,Rain-Thunderstorm,103
2010-8-17,80,68,57,61,57,51,97,73,39,30.08,30.02,29.98,10,10,10,14,4,18,0.00,0,,255
2010-8-18,78,68,60,66,61,57,93,80,57,30.10,30.06,30.00,10,10,10,8,1,,0.02,1,Rain,346
2010-8-19,82,72,61,65,62,60,97,75,49,29.99,29.91,29.84,10,10,6,16,3,22,0.11,3,Rain,254
2010-8-20,75,66,55,64,56,45,100,73,34,30.08,29.99,29.90,10,9,4,12,2,,0.07,3,Rain,354
2010-8-21,71,62,52,61,55,49,93,75,63,30.08,30.03,29.97,10,10,10,10,5,,0.01,1,Rain,105
2010-8-22,68,66,63,66,63,61,100,94,87,29.96,29.85,29.77,10,4,1,15,9,25,3.09,8,Rain,70
2010-8-23,71,66,60,61,59,56,97,85,66,30.15,29.99,29.83,10,9,3,15,7,28,0.19,7,Rain,77
2010-8-24,75,64,52,60,57,52,100,78,51,30.14,30.08,30.01,10,10,10,14,3,21,0.01,4,,103
2010-8-25,71,66,61,64,62,60,100,89,78,30.01,29.94,29.88,10,8,2,8,2,,0.23,8,Rain,288
2010-8-26,70,64,60,63,59,53,100,87,57,30.09,29.97,29.90,10,8,0,20,4,28,0.00,7,Fog-Rain,277
2010-8-27,71,60,50,54,50,47,96,73,44,30.20,30.15,30.11,10,10,10,13,2,16,0.00,0,,296
2010-8-28,78,62,48,60,55,47,97,76,48,30.26,30.20,30.16,10,10,10,10,2,16,0.01,0,,235
2010-8-29,82,68,54,62,58,52,97,76,48,30.27,30.23,30.18,10,10,9,9,2,,0.00,0,,255
2010-8-30,84,69,54,69,62,53,97,78,51,30.30,30.23,30.17,10,9,5,8,2,41,0.01,0,,258
2010-8-31,86,75,64,70,67,64,100,74,51,30.22,30.14,30.09,10,7,4,8,3,,0.00,0,,277
2010-9-1,90,76,63,72,66,62,97,77,46,30.10,30.03,29.95,10,7,2,10,2,,0.00,0,,180
2010-9-2,90,76,64,72,67,63,97,76,45,29.99,29.94,29.89,10,8,3,9,3,,0.01,1,,156
2010-9-3,91,78,66,70,66,58,97,75,35,29.88,29.69,29.55,10,9,5,21,7,30,0.00,1,,159
2010-9-4,69,64,59,64,52,43,93,68,43,29.75,29.62,29.56,10,10,6,23,8,34,0.01,6,Rain,258
2010-9-5,66,58,50,55,48,46,93,72,54,30.09,29.92,29.77,10,10,10,17,9,23,0.03,6,Rain,268
2010-9-6,72,58,46,57,50,44,93,72,47,30.17,30.13,30.10,10,10,10,12,2,,0.01,3,Rain,110
2010-9-7,86,72,57,62,56,52,89,59,33,30.10,29.97,29.81,10,10,8,14,7,17,0.06,3,Rain-Thunderstorm,153
2010-9-8,69,63,57,64,58,52,97,85,57,29.90,29.80,29.76,10,10,6,20,7,29,0.17,7,Rain-Thunderstorm,264
2010-9-9,60,57,55,56,55,53,100,93,83,29.85,29.81,29.78,10,8,2,17,12,25,0.09,8,Rain,280
2010-9-10,66,58,50,55,52,48,100,85,54,30.02,29.92,29.84,10,10,8,16,5,22,0.00,6,Rain,305
2010-9-11,73,58,43,55,48,42,100,84,43,30.09,30.04,29.97,10,7,0,8,1,,0.01,1,Fog,108
2010-9-12,60,57,54,58,56,49,100,94,69,30.03,30.01,29.95,10,7,2,12,6,,0.34,7,Rain,114
2010-9-13,69,60,51,57,55,50,100,86,54,30.00,29.93,29.85,10,10,9,13,4,21,0.01,4,,157
2010-9-14,64,56,50,54,51,46,100,83,54,30.00,29.94,29.88,10,10,4,20,7,28,0.18,6,Rain,277
2010-9-15,61,50,41,51,45,41,100,90,53,30.18,30.09,30.01,10,6,0,16,3,16,0.00,4,Fog,306
2010-9-16,63,56,48,61,54,47,100,92,62,30.14,29.88,29.69,10,8,2,14,6,18,0.69,6,Rain,113
2010-9-17,63,53,44,61,49,43,97,83,56,30.20,29.99,29.74,10,10,10,14,9,21,0.00,5,Rain,333
2010-9-18,70,56,43,55,48,42,97,78,47,30.27,30.18,30.09,10,10,10,12,2,,0.00,3,,149
2010-9-19,68,59,48,59,54,47,94,84,56,30.16,30.13,30.08,10,10,10,13,3,,0.00,6,,289
2010-9-20,64,54,43,50,45,39,100,81,40,30.18,30.12,30.09,10,8,1,13,2,22,0.00,4,,337
2010-9-21,73,56,39,51,45,39,97,70,39,30.22,30.10,29.96,10,10,10,12,4,18,0.01,1,,134
2010-9-22,73,66,59,65,61,50,100,84,63,30.13,30.01,29.94,10,9,6,14,7,20,0.04,5,Rain,300
2010-9-23,73,64,55,60,57,55,100,90,57,30.25,30.16,30.08,10,5,0,9,3,,0.01,6,Fog,6
2010-9-24,88,77,66,67,63,59,84,62,42,30.05,29.88,29.71,10,10,9,16,8,25,0.00,3,,170
2010-9-25,75,66,57,62,52,48,74,65,54,30.00,29.86,29.72,10,10,10,18,10,25,0.00,7,,280
2010-9-26,62,54,46,51,49,46,97,81,58,30.16,30.09,30.01,10,10,9,13,5,,0.00,4,,297
2010-9-27,62,54,46,61,56,45,100,94,81,30.15,29.98,29.80,10,10,5,15,6,20,0.25,7,Rain,117
2010-9-28,79,70,62,68,62,52,100,81,63,29.78,29.65,29.55,10,10,10,16,8,30,0.03,5,Rain,150
2010-9-29,64,59,54,55,53,52,97,76,63,29.98,29.91,29.75,10,10,10,14,6,,0.00,5,,254
2010-9-30,66,60,55,65,60,53,100,97,83,29.95,29.73,29.46,10,5,1,26,7,31,3.35,8,Rain,128
2010-10-1,64,56,48,58,53,43,100,89,62,29.90,29.79,29.71,10,9,4,16,8,,0.61,7,Rain,305
2010-10-2,59,49,39,42,39,36,97,68,45,30.14,30.02,29.90,10,10,10,13,4,,0.00,3,,312
2010-10-3,62,49,37,41,38,36,96,70,41,30.30,30.21,30.14,10,10,10,12,3,,0.00,0,,50
2010-10-4,54,48,42,48,44,38,100,89,66,30.29,30.23,30.18,10,8,3,9,3,,0.48,6,Rain,309
2010-10-5,57,52,48,54,51,46,100,93,82,30.16,30.08,30.02,10,8,2,6,2,,0.33,8,Rain,10
2010-10-6,59,52,48,54,52,48,100,94,81,30.03,29.87,29.68,10,8,2,13,5,,0.37,6,Rain,77
2010-10-7,63,54,46,52,48,43,100,86,50,29.88,29.67,29.57,10,8,4,23,11,32,0.35,6,Rain,285
2010-10-8,70,56,42,47,44,41,100,71,38,29.94,29.87,29.78,10,10,10,22,7,28,0.00,2,,294
2010-10-9,61,49,36,48,35,22,93,61,25,30.08,29.99,29.86,10,10,10,15,4,20,0.00,2,,318
2010-10-10,63,46,30,43,35,30,100,75,31,30.06,29.90,29.75,10,10,9,14,2,20,0.00,0,,272
2010-10-11,62,50,37,45,42,36,100,78,53,29.86,29.82,29.77,10,10,9,9,2,,0.01,2,,292
2010-10-12,57,47,35,43,37,33,100,77,42,30.03,29.89,29.81,10,10,10,17,3,22,0.00,3,,295
2010-10-13,59,44,30,40,35,29,96,77,42,30.12,30.05,30.01,10,10,10,6,2,,0.01,0,,209
2010-10-14,59,46,35,47,41,33,100,82,44,30.00,29.86,29.70,10,10,6,15,4,22,0.24,3,Rain,133
2010-10-15,48,47,45,47,45,41,100,93,80,29.69,29.56,29.47,10,9,5,17,7,28,0.40,8,Rain,302
2010-10-16,55,46,35,43,39,34,96,74,55,29.95,29.83,29.65,10,10,10,21,15,29,0.01,5,Rain,300
2010-10-17,60,46,32,49,38,31,100,79,41,29.94,29.86,29.81,10,10,10,26,3,33,0.00,4,,296
2010-10-18,54,44,34,41,34,30,96,75,43,29.96,29.93,29.90,10,10,10,22,4,29,0.00,3,,297
2010-10-19,54,40,28,41,35,28,96,82,59,29.94,29.91,29.86,10,10,10,9,1,,0.01,5,Rain,46
2010-10-20,60,47,35,41,35,33,96,64,38,29.91,29.79,29.66,10,10,10,12,4,,0.00,2,,138
2010-10-21,53,44,37,43,39,31,100,83,59,29.81,29.63,29.45,10,9,3,22,9,30,0.48,7,Rain,264
2010-10-22,45,37,30,36,30,23,100,75,45,30.09,29.99,29.82,10,10,10,21,6,25,0.00,7,Rain,310
2010-10-23,53,44,37,44,42,37,100,89,71,30.17,30.13,30.06,10,10,5,8,3,,0.11,8,Rain,316
2010-10-24,52,48,43,48,45,41,97,92,86,30.18,30.08,29.98,10,10,7,10,6,,0.08,4,Rain,106
2010-10-25,62,53,45,55,50,44,100,91,70,29.96,29.84,29.76,10,7,2,10,6,,0.30,4,Rain,130
2010-10-26,73,62,51,62,55,51,100,88,64,29.85,29.79,29.70,10,6,1,12,5,18,0.10,5,Rain,128
2010-10-27,70,60,51,63,50,37,100,69,31,29.86,29.80,29.72,10,9,2,14,6,22,0.52,4,Rain,217
2010-10-28,64,53,43,48,40,31,97,69,30,29.97,29.85,29.75,10,10,10,22,7,33,0.01,5,Rain,277
2010-10-29,48,44,39,45,40,29,100,87,56,30.08,29.98,29.93,10,9,5,21,10,30,0.20,8,Rain,274
2010-10-30,52,42,32,39,34,29,100,73,43,30.05,29.90,29.65,10,10,7,21,5,32,0.01,5,Rain,231
2010-10-31,52,40,28,43,32,21,87,73,48,30.25,29.92,29.64,10,10,5,16,10,29,0.03,6,Rain,305
2010-11-1,39,36,32,29,26,21,76,67,62,30.52,30.40,30.26,10,10,10,12,9,,0.00,8,,308
2010-11-2,48,36,25,31,27,24,96,75,48,30.55,30.47,30.38,10,10,10,8,1,,0.00,1,,344
2010-11-3,52,38,25,31,28,23,96,70,39,30.36,30.13,29.91,10,10,10,13,3,,0.01,0,,124
2010-11-4,44,40,37,43,38,29,100,88,62,29.89,29.72,29.55,10,9,5,9,6,,0.42,7,Rain,109
2010-11-5,42,38,35,40,38,34,100,94,87,29.93,29.59,29.44,10,10,9,15,5,21,0.11,8,Rain,278
2010-11-6,39,32,28,34,30,27,100,90,70,30.40,30.17,29.97,10,8,0,9,3,,0.00,7,Fog,317
2010-11-7,44,34,24,31,28,23,100,82,55,30.43,30.33,30.12,10,10,4,12,2,,0.00,3,,298
2010-11-8,43,35,27,36,30,22,96,82,43,30.09,29.93,29.83,10,10,10,16,5,22,0.07,4,Rain,293
2010-11-9,46,42,39,40,37,35,93,84,73,30.14,30.06,29.93,10,10,10,10,8,,0.00,7,,323
2010-11-10,54,42,30,38,33,28,96,78,51,30.36,30.24,30.14,10,10,10,9,4,,0.01,0,,292
2010-11-11,57,42,26,31,26,18,96,70,22,30.50,30.45,30.36,10,10,10,6,1,,0.00,0,,141
2010-11-12,63,44,25,29,22,10,89,57,13,30.50,30.42,30.33,10,10,10,7,2,,0.00,0,,119
2010-11-13,64,45,26,29,23,13,81,56,14,30.32,30.22,30.12,10,10,10,7,2,,0.00,0,,130
2010-11-14,64,48,33,42,31,26,77,53,25,30.11,30.01,29.93,10,10,10,14,7,,0.01,2,Rain,127
2010-11-15,46,40,35,45,41,34,100,92,74,30.08,30.04,29.98,10,8,6,7,2,,0.06,6,Rain,289
2010-11-16,53,45,37,47,42,36,100,88,66,30.07,29.93,29.62,10,9,5,22,6,31,0.30,5,Rain,112
2010-11-17,53,48,42,49,42,35,100,84,64,29.90,29.54,29.38,10,9,4,25,16,36,0.64,8,Rain,223
2010-11-18,44,40,35,39,35,31,100,82,65,30.13,30.05,29.91,10,10,10,13,7,,0.00,8,Rain,290
2010-11-19,37,32,27,34,28,22,100,80,54,30.30,30.21,30.10,10,10,10,15,6,18,0.01,6,Rain,300
2010-11-20,46,38,28,36,29,17,82,66,51,30.40,30.12,29.99,10,10,10,30,10,38,0.00,6,,261
2010-11-21,39,30,21,23,19,16,85,61,47,30.56,30.46,30.34,10,10,10,12,5,,0.00,2,,94
2010-11-22,51,44,36,52,43,24,100,89,62,30.33,30.14,30.00,10,6,2,10,9,,0.89,8,Rain,94
2010-11-23,57,48,39,52,44,27,97,82,60,30.03,29.86,29.73,10,8,2,22,10,31,0.30,6,Rain,86
2010-11-24,39,33,27,33,21,7,96,64,33,30.33,30.21,30.04,10,9,2,17,13,33,0.04,3,Snow,291
2010-11-25,35,28,21,21,14,7,72,53,43,30.30,30.08,29.76,10,10,10,15,5,21,0.00,4,,107
2010-11-26,39,34,30,36,27,18,100,78,52,29.70,29.62,29.53,10,9,4,24,10,33,0.45,7,Rain-Snow,242
2010-11-27,36,27,17,30,23,14,100,77,54,30.13,29.71,29.56,10,7,0,22,12,38,0.03,6,Fog-Snow,267
2010-11-28,33,25,17,31,24,14,96,87,71,30.45,30.32,30.15,10,8,2,6,1,,0.02,8,Snow,117
2010-11-29,45,33,21,30,27,21,96,76,53,30.54,30.47,30.41,10,10,9,10,4,,0.01,0,,115
2010-11-30,48,40,32,46,39,26,96,85,73,30.41,30.18,29.94,10,9,5,20,11,29,0.85,7,Rain,109
2010-12-1,55,44,32,52,38,28,100,92,79,29.91,29.72,29.50,10,6,0,23,15,38,1.29,8,Fog-Rain-Snow,248
2010-12-2,34,30,25,27,25,22,88,76,70,30.15,30.05,29.90,10,10,10,12,7,,0.09,7,,256
2010-12-3,32,30,28,29,28,26,100,92,85,30.11,30.07,30.02,10,7,0,9,4,,0.03,8,Fog-Snow,297
2010-12-4,30,27,24,28,22,18,100,80,64,30.01,29.90,29.79,10,10,7,16,8,,0.00,7,Snow,300
2010-12-5,26,24,23,23,21,18,93,86,74,29.78,29.69,29.62,10,5,2,15,9,21,0.00,8,Snow,286
2010-12-6,24,22,19,23,20,17,93,86,74,29.62,29.53,29.43,10,4,1,21,12,25,0.00,8,Snow,288
2010-12-7,24,22,21,21,19,17,93,84,74,29.74,29.56,29.43,10,6,2,20,13,25,0.00,8,Snow,287
2010-12-8,21,18,10,18,15,10,96,85,68,30.09,29.92,29.75,10,6,0,17,9,21,0.00,7,Fog-Snow,302
2010-12-9,18,12,5,9,6,1,92,82,65,30.41,30.28,30.10,10,9,4,15,3,,0.00,6,Snow,319
2010-12-10,26,15,5,22,14,1,93,81,59,30.42,30.25,30.15,10,6,2,14,8,,0.00,7,Snow,110
2010-12-11,37,32,27,29,25,22,85,77,65,30.24,30.19,30.12,10,9,8,9,6,,0.03,6,,99
2010-12-12,44,37,30,43,36,26,100,87,73,30.07,29.54,29.21,10,10,9,24,12,38,0.16,8,Rain,116
2010-12-13,39,26,14,39,24,6,100,88,71,29.45,29.32,29.18,10,7,2,21,10,28,0.04,8,Rain-Snow,286
2010-12-14,17,13,9,10,8,5,92,80,65,29.75,29.58,29.44,10,6,1,16,11,25,0.00,8,Snow,301
2010-12-15,19,16,12,18,12,7,93,84,68,29.78,29.73,29.70,10,6,2,21,9,26,0.00,8,Snow,292
2010-12-16,26,20,14,21,17,12,96,87,69,29.77,29.72,29.69,10,4,0,13,5,23,0.00,8,Fog-Snow,233
2010-12-17,26,18,10,23,18,9,96,89,80,30.05,29.91,29.76,10,5,1,6,1,,0.00,8,Snow,318
2010-12-18,28,19,9,23,16,6,92,79,56,30.11,30.08,30.05,10,9,5,7,2,,0.05,5,Snow,200
2010-12-19,26,14,3,16,10,1,92,84,63,30.14,30.08,30.02,10,9,8,7,2,,0.10,2,,118
2010-12-20,28,22,16,21,17,14,92,77,63,30.06,30.02,29.97,10,9,6,15,5,24,0.02,7,,313
2010-12-21,24,22,21,19,17,16,89,80,71,30.07,30.05,30.02,10,10,10,14,10,,0.00,8,,300
2010-12-22,26,24,21,23,22,19,96,90,81,30.02,29.95,29.89,10,8,2,13,6,,0.00,8,Snow,287
2010-12-23,25,24,23,21,19,18,93,83,77,30.16,30.07,29.96,10,8,2,18,14,23,0.00,8,Snow,295
2010-12-24,24,22,21,20,17,16,88,81,74,30.25,30.20,30.15,10,10,10,18,10,,0.00,8,,310
2010-12-25,24,21,18,19,16,13,89,81,69,30.15,30.09,30.04,10,10,10,8,2,,0.00,5,,317
2010-12-26,21,18,14,12,9,5,81,73,65,30.07,29.93,29.72,10,10,10,15,7,21,0.00,7,,343
2010-12-27,19,14,10,10,6,2,77,67,54,29.88,29.73,29.66,10,9,6,28,16,33,0.00,5,Snow,310
2010-12-28,28,23,18,25,18,4,86,76,54,29.95,29.87,29.82,10,9,5,17,9,23,0.00,8,Snow,290
2010-12-29,30,28,26,27,25,23,89,85,78,30.17,30.05,29.93,10,8,3,14,9,18,0.00,8,Snow,280
2010-12-30,37,26,16,26,22,14,96,79,59,30.24,30.17,30.10,10,8,4,6,3,,0.01,3,,125
2010-12-31,48,40,32,37,32,25,93,74,58,30.12,30.08,30.04,10,10,8,17,6,34,0.00,4,Rain,122
